Time	A470	A350	A340	A330	A320	A310	A300	
0.05485	0.0134488	0.117996	0.253471	0.518278	0.89678	1.25218	1.76212
0.05565	0.0133196	0.117717	0.253482	0.517495	0.895315	1.25047	1.76039
0.05645	0.0134813	0.117645	0.253527	0.516844	0.894095	1.24876	1.75903
0.0572625	0.0135661	0.117503	0.253434	0.516084	0.892561	1.24706	1.7569
0.058075	0.0134454	0.117301	0.253073	0.515205	0.891144	1.24548	1.75556
0.0588875	0.0134069	0.11715	0.252853	0.514018	0.88966	1.24372	1.75385
0.0597125	0.0135012	0.116988	0.25236	0.51317	0.888445	1.24166	1.7518
0.06055	0.0134967	0.116884	0.251785	0.512645	0.887108	1.24001	1.7503
0.061375	0.0135519	0.116631	0.251213	0.511775	0.88566	1.23826	1.74792
0.062225	0.0135185	0.11669	0.250879	0.510843	0.884079	1.23643	1.74591
0.063075	0.0133234	0.116432	0.250232	0.510049	0.882752	1.23458	1.744
0.063925	0.0134528	0.116271	0.249646	0.509284	0.881462	1.23286	1.74234
0.0647875	0.0133774	0.116333	0.249353	0.508612	0.879872	1.2312	1.74088
0.06565	0.0134376	0.116161	0.248873	0.507666	0.878218	1.22948	1.73894
0.0665125	0.0134614	0.116135	0.248539	0.506962	0.876819	1.22779	1.73735
0.0674	0.0133221	0.115935	0.248111	0.506104	0.875252	1.22615	1.7359
0.068275	0.013331	0.11573	0.247697	0.505238	0.874161	1.22431	1.73403
0.0691625	0.0132947	0.115623	0.247343	0.504394	0.872436	1.22253	1.73161
0.0700625	0.0133205	0.115578	0.247034	0.503567	0.870871	1.22067	1.72964
0.0709625	0.0131353	0.115444	0.246517	0.502471	0.869334	1.21883	1.72801
0.071875	0.0131552	0.115331	0.246167	0.501385	0.868034	1.21678	1.72568
0.0727875	0.0131951	0.115217	0.245781	0.500411	0.866403	1.21465	1.72463
0.0737	0.013032	0.11498	0.24534	0.499573	0.864974	1.21306	1.72291
0.0746375	0.0130232	0.114777	0.245131	0.498482	0.86327	1.21079	1.72061
0.0755625	0.012994	0.114837	0.244862	0.497615	0.86189	1.20903	1.71887
0.0765	0.0129348	0.114563	0.244438	0.496755	0.860401	1.20715	1.71683
0.07745	0.0130625	0.114523	0.244227	0.495949	0.859015	1.20511	1.71501
0.0784	0.0127325	0.114364	0.244003	0.495165	0.857449	1.20321	1.71302
0.0793625	0.0127555	0.114062	0.24344	0.494174	0.855825	1.2014	1.71166
0.080325	0.0128071	0.114118	0.243048	0.493115	0.854367	1.19945	1.70916
0.0813	0.0127858	0.113977	0.242802	0.492394	0.852861	1.19735	1.7076
0.0822875	0.0128021	0.113862	0.24238	0.49157	0.851216	1.19537	1.70602
0.0832625	0.0126103	0.113796	0.242041	0.49065	0.849839	1.19342	1.70363
0.0842625	0.0127681	0.113579	0.241693	0.489822	0.84843	1.19163	1.70221
0.0852625	0.0127362	0.113517	0.241501	0.488819	0.846839	1.18942	1.70003
0.0862625	0.0125134	0.113442	0.241138	0.488189	0.84535	1.18758	1.69763
0.0872875	0.0124969	0.113092	0.240824	0.487174	0.843837	1.18557	1.69624
0.0883	0.0125371	0.113117	0.24045	0.486257	0.842441	1.18365	1.69477
0.0893375	0.0126777	0.113047	0.240113	0.485329	0.840697	1.18165	1.69257
0.0903625	0.0124433	0.112977	0.239794	0.48468	0.839206	1.1797	1.69046
0.0914125	0.0124614	0.112756	0.239428	0.483645	0.837734	1.1777	1.68893
0.0924625	0.0125589	0.112524	0.239042	0.482741	0.836207	1.17574	1.68718
0.0935125	0.0124499	0.112469	0.238802	0.481905	0.834722	1.1738	1.68512
0.094575	0.0123035	0.112314	0.238512	0.481149	0.833144	1.17176	1.68286
0.09565	0.0123763	0.112023	0.238109	0.48017	0.831526	1.16977	1.68149
0.096725	0.0123134	0.111828	0.237745	0.479124	0.830279	1.16798	1.67937
0.0978125	0.0122361	0.111925	0.2375	0.478314	0.828699	1.1659	1.67717
0.0989125	0.0123038	0.111682	0.237132	0.477551	0.827187	1.16395	1.67556
0.100013	0.0123357	0.111537	0.236714	0.476669	0.825833	1.16195	1.67374
0.101125	0.0123804	0.111399	0.236398	0.475804	0.82413	1.16003	1.67184
0.102238	0.0122673	0.111322	0.236054	0.474847	0.822482	1.15799	1.66981
0.103363	0.0123045	0.111163	0.235763	0.474145	0.821082	1.15593	1.6677
0.1045	0.0121717	0.111011	0.235438	0.473128	0.81965	1.15411	1.66619
0.105637	0.0123189	0.110901	0.235067	0.472199	0.81824	1.15195	1.6637
0.106788	0.0120775	0.110928	0.234722	0.471381	0.816584	1.15001	1.66211
0.107937	0.0122513	0.110661	0.234393	0.470472	0.81492	1.14824	1.66038
0.1091	0.012154	0.110558	0.233899	0.46971	0.813698	1.14631	1.65807
0.110275	0.0120931	0.110366	0.233717	0.468721	0.811875	1.14428	1.65632
0.11145	0.0119891	0.110239	0.233322	0.468053	0.810569	1.14233	1.65425
0.11265	0.0120762	0.110055	0.232992	0.467017	0.809091	1.1405	1.65263
0.113838	0.0118421	0.109916	0.232632	0.466112	0.807594	1.13845	1.6507
0.11505	0.0119394	0.109834	0.232193	0.465167	0.80583	1.13651	1.6485
0.116263	0.0119405	0.109701	0.231934	0.464397	0.804597	1.13456	1.64658
0.117475	0.0119315	0.109562	0.231485	0.463408	0.803091	1.13263	1.64516
0.118712	0.011917	0.109447	0.231071	0.46267	0.801416	1.13075	1.64278
0.11995	0.0119097	0.109293	0.230726	0.461747	0.79996	1.1287	1.64086
0.1212	0.0118361	0.109174	0.230395	0.460924	0.79841	1.12656	1.63915
0.12245	0.0117533	0.10897	0.229931	0.459887	0.796965	1.12471	1.63701
0.123713	0.0117696	0.109011	0.22958	0.459113	0.795384	1.12265	1.63531
0.124987	0.0118145	0.108803	0.229198	0.458304	0.79411	1.12069	1.63355
0.126275	0.0116649	0.108661	0.228864	0.457425	0.792425	1.11885	1.63136
0.127562	0.0117518	0.108558	0.228481	0.456498	0.790765	1.11695	1.6297
0.128863	0.0116407	0.108364	0.228122	0.455708	0.789388	1.11494	1.62823
0.130175	0.0115279	0.108217	0.227827	0.454753	0.788078	1.11288	1.62682
0.131488	0.0115018	0.108106	0.227372	0.453821	0.786443	1.11092	1.62456
0.132825	0.0116246	0.107999	0.227066	0.453049	0.785017	1.10905	1.62242
0.13415	0.0115875	0.107898	0.226717	0.45218	0.783525	1.10726	1.62074
0.1355	0.0115414	0.107672	0.226279	0.451221	0.781879	1.10516	1.61866
0.136863	0.0115017	0.107571	0.226046	0.450417	0.780464	1.10326	1.6168
0.138225	0.0114774	0.107548	0.225555	0.449505	0.779015	1.10113	1.61498
0.1396	0.0113944	0.107321	0.225205	0.44859	0.777448	1.09921	1.61308
0.140975	0.0115087	0.107307	0.224813	0.447788	0.776054	1.09739	1.61109
0.142375	0.0115466	0.107105	0.224486	0.446931	0.774642	1.09546	1.60921
0.143775	0.0113529	0.107007	0.224056	0.446038	0.772905	1.09347	1.60725
0.145187	0.0113581	0.106809	0.223674	0.445282	0.771588	1.09164	1.60558
0.146612	0.0113014	0.10677	0.223347	0.444455	0.770054	1.0898	1.60346
0.148037	0.0112422	0.106499	0.222923	0.443598	0.768556	1.08774	1.60153
0.149487	0.0113106	0.106472	0.222618	0.44277	0.767125	1.08599	1.59965
0.150937	0.0113041	0.106247	0.222274	0.441974	0.765741	1.08422	1.59833
0.1524	0.011237	0.10617	0.221925	0.441033	0.764225	1.08244	1.59575
0.153875	0.0112366	0.10598	0.221599	0.440171	0.762688	1.08048	1.59416
0.15535	0.0111869	0.10589	0.221043	0.439316	0.761174	1.07847	1.5924
0.15685	0.0111381	0.105732	0.220737	0.438379	0.759734	1.07652	1.59037
0.15835	0.0111653	0.105673	0.22045	0.437708	0.758456	1.07476	1.58836
0.159863	0.0111714	0.105526	0.220077	0.436853	0.756832	1.07282	1.58633
0.161388	0.0110114	0.105318	0.219629	0.435939	0.755382	1.07084	1.58478
0.162925	0.0110832	0.105298	0.219275	0.435137	0.753921	1.06906	1.5826
0.164463	0.010948	0.105138	0.21877	0.434346	0.752597	1.06714	1.58101
0.166025	0.0109062	0.105023	0.218537	0.433474	0.750932	1.06527	1.57926
0.167588	0.0109628	0.10485	0.21812	0.432789	0.749791	1.06363	1.57744
0.169162	0.0109489	0.104732	0.217854	0.43177	0.748217	1.06155	1.57529
0.17075	0.0109211	0.10461	0.217385	0.430947	0.746659	1.05965	1.5736
0.17235	0.0109021	0.104491	0.217055	0.430191	0.745358	1.05793	1.57207
0.173963	0.0108467	0.104363	0.216643	0.429221	0.743981	1.05611	1.56988
0.175588	0.0108753	0.104355	0.216385	0.428428	0.742508	1.05417	1.56815
0.177225	0.0108488	0.104112	0.215961	0.427683	0.741053	1.05222	1.56633
0.178862	0.010759	0.104099	0.215623	0.426808	0.739544	1.05043	1.56447
0.180525	0.0107615	0.103989	0.21514	0.425998	0.738392	1.04867	1.56266
0.182187	0.010733	0.103786	0.214802	0.425231	0.736916	1.04675	1.56093
0.183863	0.0107301	0.1037	0.214519	0.42443	0.735458	1.045	1.5592
0.185563	0.010682	0.103555	0.214074	0.423639	0.734197	1.04336	1.5571
0.187263	0.0106378	0.103325	0.213774	0.422748	0.732745	1.04137	1.55516
0.188975	0.0107449	0.103315	0.213333	0.422014	0.731381	1.03958	1.55348
0.1907	0.0106133	0.103178	0.212998	0.421204	0.729932	1.03786	1.55205
0.192437	0.010631	0.103079	0.212771	0.420429	0.728524	1.03606	1.55012
0.194188	0.0106395	0.10292	0.212368	0.419755	0.727251	1.03433	1.54818
0.19595	0.0105507	0.102834	0.212023	0.41877	0.725742	1.03242	1.54648
0.197725	0.0105517	0.102761	0.211654	0.418132	0.724458	1.0308	1.54445
0.199512	0.0105394	0.102667	0.211282	0.417334	0.722977	1.02903	1.54311
0.201312	0.0105855	0.102556	0.211016	0.416561	0.721699	1.02718	1.54116
0.203112	0.010445	0.102351	0.21062	0.415791	0.720313	1.02542	1.539
0.204938	0.0104514	0.102351	0.210278	0.414944	0.718947	1.02371	1.5375
0.206775	0.010425	0.102238	0.209959	0.414244	0.717736	1.02195	1.53603
0.208625	0.0104391	0.102093	0.20964	0.413379	0.716297	1.02019	1.53404
0.210487	0.0104838	0.101929	0.209343	0.412651	0.715156	1.01853	1.53247
0.212362	0.0103598	0.101731	0.208963	0.411872	0.713726	1.01655	1.53068
0.21425	0.0103744	0.10171	0.20862	0.411141	0.712396	1.01506	1.52871
0.21615	0.0104142	0.101655	0.208207	0.410458	0.711062	1.01329	1.52738
0.218063	0.0103633	0.101465	0.2079	0.409698	0.709774	1.01164	1.5257
0.22	0.0102433	0.101344	0.207616	0.40892	0.70841	1.00987	1.52387
0.221938	0.0102367	0.101188	0.207252	0.408029	0.707086	1.0083	1.52181
0.223888	0.0103418	0.10118	0.206914	0.407321	0.705923	1.00657	1.52012
0.225863	0.0101882	0.10101	0.206577	0.40657	0.704486	1.00482	1.51861
0.227838	0.0102489	0.100841	0.206288	0.405869	0.703202	1.0032	1.517
0.229838	0.010119	0.10068	0.20593	0.405149	0.701836	1.00145	1.51515
0.23185	0.0102216	0.100711	0.205586	0.404434	0.700739	0.999799	1.51344
0.233863	0.0101987	0.100526	0.205294	0.403683	0.699446	0.998147	1.51183
0.2359	0.010157	0.100471	0.205015	0.403051	0.698177	0.996582	1.51003
0.23795	0.0100327	0.100369	0.204641	0.402132	0.696799	0.994705	1.50858
0.240025	0.010061	0.100244	0.204323	0.401511	0.695635	0.993348	1.5072
0.2421	0.0100288	0.100215	0.204038	0.400694	0.694347	0.991824	1.50542
0.2442	0.010021	0.100063	0.203799	0.400153	0.693113	0.990251	1.50394
0.2463	0.00995545	0.0999405	0.203393	0.39939	0.691884	0.988534	1.50206
0.248425	0.00998614	0.0998615	0.203118	0.39872	0.690797	0.986899	1.50061
0.250562	0.0100484	0.0996989	0.202794	0.398013	0.68956	0.985469	1.49886
0.252712	0.00998445	0.0996048	0.2025	0.39738	0.68828	0.983797	1.4974
0.254887	0.00985492	0.0995453	0.20218	0.396588	0.687024	0.982245	1.4956
0.257062	0.00989956	0.0994643	0.201923	0.395932	0.68584	0.980704	1.49428
0.259263	0.00986524	0.0992814	0.201646	0.395266	0.684697	0.979234	1.49251
0.261475	0.00983932	0.0992175	0.20134	0.394584	0.683395	0.977552	1.49103
0.263712	0.00978586	0.0990936	0.201064	0.393899	0.682229	0.975842	1.48957
0.26595	0.00986384	0.0990095	0.200786	0.393259	0.681113	0.974478	1.48808
0.268212	0.00981173	0.098893	0.20048	0.392532	0.679869	0.972899	1.48644
0.270487	0.00980609	0.0987942	0.200144	0.391954	0.678774	0.97128	1.48484
0.272775	0.00972307	0.0987151	0.199796	0.391208	0.677541	0.969828	1.48335
0.275088	0.0097489	0.0986315	0.19945	0.390639	0.676508	0.968406	1.48184
0.2774	0.00967796	0.0985264	0.199118	0.389874	0.675291	0.96687	1.47998
0.279738	0.00966523	0.0983967	0.198803	0.389239	0.674137	0.96529	1.47877
0.2821	0.00962383	0.0983189	0.198466	0.388665	0.673015	0.96382	1.47737
0.284475	0.0096625	0.0982097	0.198293	0.388073	0.671885	0.962371	1.47568
0.286862	0.0096723	0.098115	0.197962	0.387408	0.670812	0.960898	1.47433
0.289263	0.00962923	0.0980399	0.197515	0.386705	0.66963	0.959305	1.47272
0.291687	0.00965858	0.0979757	0.197328	0.38618	0.668639	0.957981	1.4713
0.294125	0.00956379	0.0978013	0.197077	0.385533	0.667386	0.956507	1.46974
0.296575	0.00955619	0.0977709	0.196795	0.38491	0.66627	0.955083	1.46823
0.29905	0.0095645	0.0976573	0.196465	0.384302	0.665235	0.953574	1.46694
0.301538	0.00952539	0.0975415	0.196308	0.383724	0.664178	0.952295	1.46526
0.304038	0.00953418	0.0974706	0.196036	0.383031	0.66303	0.95074	1.46384
0.306563	0.00952603	0.0974419	0.195737	0.382391	0.66205	0.949463	1.46244
0.3091	0.00950584	0.0973099	0.195505	0.381858	0.660998	0.948072	1.46098
0.311662	0.00944705	0.0972381	0.195256	0.381194	0.659924	0.946632	1.4598
0.314238	0.00951105	0.0972116	0.194958	0.380631	0.658846	0.945212	1.45825
0.316837	0.00948081	0.0971027	0.194737	0.380097	0.657812	0.943902	1.45693
0.31945	0.00942816	0.096958	0.194542	0.379478	0.65674	0.942565	1.4552
0.322075	0.00947086	0.0969219	0.194268	0.378963	0.655761	0.941137	1.45396
0.324725	0.00941787	0.0968811	0.194002	0.378418	0.654644	0.939722	1.45247
0.327388	0.00934693	0.0967108	0.193785	0.377915	0.653681	0.938353	1.45117
0.330075	0.00933021	0.0966828	0.193474	0.377225	0.652648	0.93703	1.44987
0.332788	0.00936267	0.0966236	0.193223	0.376722	0.651666	0.935695	1.44868
0.3355	0.00936753	0.0964542	0.192965	0.376199	0.650729	0.934371	1.44716
0.33825	0.00933775	0.0964082	0.192812	0.375568	0.649697	0.933035	1.44582
0.341013	0.00935566	0.0964031	0.192529	0.375018	0.64871	0.931766	1.44446
0.343787	0.00932371	0.0963064	0.192326	0.374505	0.64767	0.930444	1.44321
0.346588	0.00920963	0.096228	0.192076	0.373935	0.646702	0.929007	1.44188
0.3494	0.00928708	0.0961408	0.191824	0.373377	0.645779	0.927932	1.44069
0.352237	0.0093103	0.0960402	0.19161	0.372887	0.644805	0.926675	1.43924
0.3551	0.00923363	0.0959496	0.191357	0.372282	0.643788	0.925261	1.43787
0.357975	0.00932545	0.0958889	0.191167	0.371782	0.642906	0.924025	1.43656
0.360875	0.00925635	0.0958337	0.190956	0.371337	0.641912	0.922787	1.4354
0.363788	0.00920455	0.0957757	0.190728	0.370762	0.640934	0.921442	1.43401
0.366725	0.00925653	0.095757	0.190493	0.370292	0.640044	0.920275	1.43278
0.369687	0.00923765	0.0956285	0.190273	0.369824	0.639125	0.919105	1.4313
0.372663	0.00921499	0.0955416	0.190073	0.36926	0.638227	0.917793	1.43026
0.375663	0.00923004	0.0955196	0.189851	0.368729	0.637313	0.916593	1.42882
0.378688	0.00917962	0.0953952	0.189611	0.368247	0.636425	0.915441	1.42776
0.381725	0.00915574	0.0953756	0.189451	0.367744	0.635516	0.914288	1.42632
0.384787	0.00917525	0.09532	0.189258	0.36729	0.63467	0.913154	1.42521
0.387875	0.00912748	0.0952007	0.188951	0.366795	0.633749	0.911954	1.42413
0.390975	0.00915508	0.0951531	0.188774	0.366365	0.632894	0.910801	1.42287
0.3941	0.00913319	0.095006	0.188666	0.365764	0.631983	0.909465	1.42161
0.39725	0.00910023	0.0949909	0.188401	0.365312	0.631101	0.908289	1.42045
0.400412	0.00907512	0.0949192	0.188261	0.364941	0.630246	0.907277	1.41923
0.403612	0.00907115	0.094919	0.188002	0.364397	0.629368	0.906041	1.41805
0.406825	0.00908524	0.0949065	0.187872	0.363936	0.628505	0.904953	1.41681
0.410062	0.00906534	0.0947107	0.187709	0.363408	0.627585	0.903825	1.41552
0.413312	0.00902683	0.0947433	0.187427	0.362951	0.626792	0.902587	1.4144
0.4166	0.00909269	0.0946439	0.187282	0.362631	0.625981	0.901558	1.41312
0.4199	0.0090167	0.0945765	0.187123	0.362131	0.625134	0.900405	1.41203
0.423225	0.0090794	0.0945884	0.186872	0.361704	0.624349	0.89928	1.41086
0.426575	0.00900605	0.0944863	0.186821	0.361269	0.623511	0.898195	1.40976
0.42995	0.00900251	0.0944563	0.18659	0.360753	0.622621	0.897081	1.40866
0.43335	0.00899424	0.0943303	0.186475	0.360421	0.62183	0.895902	1.40759
0.436763	0.00895687	0.094229	0.186256	0.359903	0.621041	0.8949	1.40637
0.440212	0.00892593	0.0942613	0.186082	0.35949	0.62033	0.89381	1.40526
0.443675	0.00896921	0.0941471	0.185917	0.359062	0.619465	0.892783	1.40415
0.447163	0.00889557	0.0941651	0.185734	0.358701	0.61872	0.891754	1.40299
0.450687	0.00896739	0.0940156	0.185579	0.35829	0.617913	0.890687	1.40185
0.454225	0.00888746	0.0939448	0.185381	0.357765	0.617175	0.889611	1.40073
0.457788	0.00893766	0.0939277	0.185214	0.357386	0.616399	0.888567	1.39977
0.461375	0.00884529	0.0938614	0.185034	0.356965	0.615657	0.887468	1.39864
0.464987	0.00891607	0.0938612	0.184851	0.356651	0.614933	0.886508	1.39752
0.468625	0.00891489	0.0937736	0.184774	0.356269	0.614084	0.885402	1.39636
0.472288	0.008877	0.0936961	0.184579	0.355852	0.613446	0.884499	1.39534
0.475987	0.00890865	0.0936567	0.184429	0.355378	0.612715	0.883391	1.39427
0.4797	0.00884276	0.0936238	0.184264	0.355	0.611985	0.882464	1.39317
0.483438	0.00887856	0.0936	0.18415	0.354668	0.611203	0.881526	1.39208
0.487213	0.00883652	0.0935259	0.183977	0.35429	0.610433	0.880368	1.39112
0.491	0.00889454	0.0934707	0.183841	0.353918	0.609739	0.879411	1.39011
0.494825	0.00882485	0.0934288	0.183612	0.353512	0.608988	0.878384	1.38897
0.498663	0.00882426	0.0933913	0.183513	0.353135	0.608266	0.877486	1.38777
0.502537	0.00885631	0.0933551	0.183308	0.352767	0.60759	0.876428	1.38695
0.506437	0.00886749	0.0933282	0.18315	0.352397	0.606924	0.875441	1.38583
0.510363	0.00882154	0.0932559	0.183093	0.352065	0.606188	0.874484	1.38483
0.514313	0.00882984	0.0932411	0.182814	0.351663	0.605518	0.87354	1.38386
0.5183	0.00886228	0.0931535	0.182739	0.351287	0.604735	0.872594	1.38273
0.5223	0.0088305	0.0931527	0.182546	0.350934	0.604118	0.871546	1.38185
0.526338	0.00885282	0.0930383	0.182419	0.350594	0.60341	0.870572	1.38085
0.530412	0.0088166	0.0930731	0.1822	0.350215	0.602721	0.869699	1.37976
0.5345	0.0088334	0.0930028	0.182142	0.349896	0.601976	0.868777	1.37876
0.538625	0.00887404	0.0929901	0.181968	0.349501	0.601321	0.867738	1.37789
0.542775	0.0088371	0.092897	0.181857	0.349197	0.600742	0.866773	1.37684
0.54695	0.00883544	0.0929249	0.181682	0.348898	0.600064	0.865907	1.37588
0.55115	0.00886487	0.0928254	0.181557	0.348537	0.599349	0.865047	1.37486
