Time	A470	A350	A340	A330	A320	A310	A300	
0.559663	0.0144164	0.14288	0.206027	0.295122	0.438949	0.687659	1.31054
0.56395	0.0145102	0.142808	0.205972	0.295045	0.43868	0.687116	1.30966
0.568275	0.0144644	0.142805	0.205965	0.294954	0.438384	0.68649	1.30877
0.572637	0.014518	0.142827	0.205839	0.294774	0.438098	0.685893	1.30786
0.577012	0.0144967	0.142823	0.205901	0.294653	0.43784	0.685346	1.30714
0.581438	0.0145398	0.142755	0.205765	0.294612	0.437591	0.684755	1.30616
0.585875	0.0145335	0.142728	0.205735	0.294503	0.437301	0.684214	1.30522
0.59035	0.0145148	0.142736	0.205657	0.294324	0.437015	0.683636	1.30437
0.594863	0.0145618	0.142759	0.205643	0.294289	0.436772	0.682999	1.3035
0.5994	0.0145913	0.142664	0.205592	0.294115	0.436502	0.682521	1.30253
0.603975	0.0145753	0.142607	0.205539	0.294013	0.436191	0.68188	1.30182
0.608575	0.0145637	0.142642	0.205501	0.293817	0.435957	0.681334	1.30086
0.613213	0.0146477	0.142631	0.205453	0.293774	0.435715	0.680815	1.30006
0.617875	0.0146353	0.142592	0.205477	0.293668	0.435407	0.680285	1.29917
0.622575	0.0146281	0.14256	0.205381	0.293532	0.435122	0.679606	1.2982
0.627312	0.0146655	0.142613	0.20533	0.293482	0.434821	0.679036	1.29738
0.632075	0.0147108	0.142549	0.205285	0.293409	0.434655	0.678516	1.29647
0.636875	0.0147431	0.142563	0.205242	0.293305	0.434332	0.67797	1.29574
0.6417	0.0146892	0.142487	0.205162	0.293107	0.434085	0.677354	1.29475
0.646563	0.0147494	0.142455	0.20511	0.293086	0.433854	0.676899	1.29379
0.651462	0.0147377	0.142478	0.205114	0.292989	0.43361	0.676306	1.2928
0.656388	0.0147486	0.142451	0.205096	0.292805	0.433318	0.675671	1.29211
0.661363	0.014814	0.142445	0.205003	0.292732	0.432993	0.675064	1.29105
0.666363	0.0147948	0.142423	0.204956	0.292686	0.43277	0.67454	1.29018
0.6714	0.0148444	0.142448	0.20487	0.292601	0.432498	0.673887	1.28932
0.676462	0.0148176	0.142394	0.204918	0.292434	0.432251	0.673316	1.28837
0.681562	0.0148478	0.142415	0.204819	0.292349	0.431976	0.672764	1.2876
0.686713	0.0148767	0.142343	0.204778	0.292331	0.431692	0.672212	1.28659
0.691887	0.0148882	0.142358	0.20483	0.292162	0.431425	0.671629	1.28571
0.6971	0.0149157	0.142312	0.204727	0.292078	0.431171	0.671044	1.2849
0.70235	0.0149541	0.142335	0.204665	0.292004	0.430886	0.670486	1.28383
0.707625	0.0149361	0.142298	0.204681	0.291825	0.430623	0.669961	1.28286
0.71295	0.014972	0.142251	0.204676	0.291755	0.430413	0.669335	1.28216
0.718313	0.0149931	0.142237	0.204615	0.291631	0.430075	0.66873	1.28115
0.7237	0.0150299	0.142274	0.204572	0.291512	0.429844	0.668181	1.28017
0.729137	0.0150565	0.14224	0.204555	0.291518	0.429567	0.667559	1.27936
0.7346	0.0150623	0.142233	0.204514	0.291429	0.429273	0.666985	1.27841
0.740112	0.0150325	0.14222	0.204464	0.29125	0.429041	0.66639	1.27756
0.745663	0.0150907	0.142183	0.204466	0.291178	0.4288	0.665821	1.27677
0.751238	0.0150817	0.142147	0.204406	0.291137	0.428538	0.665264	1.27582
0.756863	0.0150814	0.142167	0.204373	0.290954	0.428283	0.66468	1.27489
0.762525	0.0151736	0.142164	0.204313	0.290805	0.428006	0.664087	1.274
0.768225	0.0151475	0.142101	0.204286	0.290794	0.427708	0.663508	1.27291
0.773975	0.0151278	0.142089	0.204299	0.290638	0.427448	0.66292	1.27213
0.77975	0.0151836	0.142057	0.204238	0.290532	0.427202	0.662316	1.27116
0.785575	0.0151907	0.142065	0.204236	0.290505	0.426937	0.661714	1.27027
0.791438	0.0151865	0.142036	0.204187	0.290393	0.426678	0.661219	1.2694
0.797337	0.0152121	0.142001	0.204112	0.290279	0.426413	0.660632	1.26853
0.803275	0.0152465	0.141972	0.204085	0.290236	0.426138	0.659961	1.26755
0.809263	0.0152141	0.141924	0.204054	0.290049	0.425898	0.659469	1.26668
0.815287	0.0152368	0.141913	0.203987	0.290021	0.425669	0.658881	1.26571
0.82135	0.0152781	0.141889	0.203932	0.289907	0.425405	0.658287	1.26476
0.827462	0.0152794	0.141897	0.203924	0.289787	0.425087	0.657637	1.26376
0.833613	0.0153103	0.141911	0.203881	0.289742	0.424803	0.657073	1.26288
0.839813	0.0152929	0.141889	0.203856	0.28966	0.42458	0.656446	1.26196
0.84605	0.0153563	0.141849	0.203814	0.28951	0.424301	0.655846	1.26109
0.852325	0.0153774	0.141883	0.203738	0.289468	0.424057	0.655329	1.2602
0.85865	0.0153669	0.141822	0.203767	0.289351	0.423763	0.654713	1.25927
0.865025	0.0154078	0.141798	0.203742	0.289268	0.423528	0.654121	1.25826
0.871437	0.0154356	0.141791	0.203686	0.289167	0.423277	0.653562	1.25736
0.877887	0.0154371	0.141808	0.203711	0.289054	0.422965	0.652965	1.25645
0.884387	0.0154627	0.141763	0.203635	0.288947	0.422716	0.652345	1.25547
0.890938	0.0154872	0.141784	0.203627	0.288906	0.42246	0.651777	1.25457
0.897525	0.0155045	0.141813	0.203541	0.288812	0.422199	0.651212	1.25372
0.904163	0.0155105	0.141765	0.203502	0.288712	0.421898	0.650543	1.25281
0.91085	0.0155137	0.141788	0.203483	0.288637	0.421611	0.650056	1.25188
0.917575	0.015508	0.141739	0.203483	0.288554	0.42143	0.649435	1.25091
0.92435	0.0155695	0.141778	0.203434	0.288409	0.421183	0.648856	1.24993
0.931175	0.0155976	0.141729	0.20344	0.288265	0.420876	0.648231	1.24905
0.93805	0.015582	0.141691	0.203349	0.288217	0.420611	0.647683	1.24817
0.944963	0.0156059	0.141703	0.203375	0.288088	0.420365	0.647043	1.24721
0.951937	0.0156214	0.141686	0.203355	0.288024	0.420071	0.646502	1.24637
0.95895	0.0156159	0.141693	0.203321	0.287966	0.419813	0.645928	1.24544
0.966012	0.0156443	0.141649	0.203276	0.287819	0.419604	0.645327	1.24458
0.973125	0.0156187	0.141634	0.203222	0.287766	0.419359	0.644709	1.24364
0.980287	0.0156313	0.141574	0.203189	0.287656	0.419113	0.644165	1.24283
0.987487	0.0156497	0.14161	0.203152	0.287593	0.418866	0.643608	1.24182
0.99475	0.0156748	0.141609	0.203104	0.287501	0.418559	0.642992	1.24106
1.00206	0.0157294	0.141594	0.203057	0.287385	0.418264	0.642417	1.24004
1.00943	0.0156536	0.141569	0.203093	0.287377	0.418019	0.641816	1.23908
1.01684	0.0157239	0.141589	0.20304	0.287212	0.417751	0.641274	1.23828
1.0243	0.0157062	0.141541	0.20302	0.287143	0.417522	0.640704	1.23734
1.03182	0.0157742	0.141557	0.202984	0.287062	0.41727	0.640128	1.23649
1.03939	0.0157955	0.14153	0.202901	0.28697	0.416998	0.639603	1.23557
1.04701	0.015778	0.141496	0.202931	0.28692	0.416733	0.63906	1.23468
1.05469	0.0158297	0.141547	0.202886	0.286871	0.416437	0.638484	1.23378
1.06241	0.0157986	0.141556	0.202887	0.286743	0.416172	0.637894	1.2329
1.07019	0.0158425	0.141539	0.202819	0.286671	0.415914	0.63733	1.23202
1.07802	0.0158599	0.141542	0.202845	0.286569	0.415669	0.63678	1.23113
1.08591	0.0158704	0.141487	0.202807	0.286447	0.415432	0.636219	1.23035
1.09385	0.0159028	0.141497	0.20281	0.286389	0.415157	0.63573	1.22946
1.10185	0.015917	0.141476	0.20279	0.286277	0.414885	0.635116	1.22865
1.10991	0.0159003	0.141475	0.202765	0.286224	0.414648	0.634598	1.22766
1.11801	0.0159089	0.141459	0.202741	0.286117	0.414429	0.634059	1.22691
1.12619	0.0159479	0.141443	0.202704	0.286068	0.414184	0.633505	1.22604
1.1344	0.0159411	0.141436	0.202652	0.285956	0.413936	0.632931	1.2253
1.14269	0.0159597	0.141403	0.202627	0.28587	0.413683	0.632398	1.22435
1.15103	0.0159523	0.141408	0.202616	0.285772	0.413441	0.631887	1.22356
1.15941	0.0159507	0.141364	0.202592	0.285706	0.413183	0.631299	1.22279
1.16786	0.0160111	0.141409	0.202535	0.285608	0.412923	0.630744	1.22182
1.17638	0.0159691	0.141338	0.20252	0.285575	0.412678	0.630186	1.22111
1.18495	0.0160313	0.141364	0.202495	0.285456	0.412445	0.629655	1.22033
1.19358	0.0160444	0.141334	0.202513	0.285447	0.412222	0.62914	1.21952
1.20226	0.0160689	0.141341	0.202435	0.285317	0.41195	0.628623	1.21871
1.21101	0.0160784	0.141351	0.20239	0.285226	0.411724	0.628106	1.21785
1.21983	0.0160833	0.141334	0.202388	0.285148	0.411453	0.627548	1.21706
1.2287	0.0161107	0.141359	0.202394	0.285091	0.411193	0.627003	1.21623
1.23763	0.0161486	0.141347	0.202371	0.284996	0.410958	0.626465	1.21548
1.24662	0.0161647	0.141354	0.202354	0.284902	0.410765	0.626017	1.21477
1.25569	0.0161795	0.141346	0.202315	0.284803	0.410503	0.625537	1.21394
1.2648	0.0161981	0.141326	0.202326	0.284756	0.41031	0.624997	1.2132
1.27399	0.0162151	0.141328	0.202279	0.28465	0.410049	0.624447	1.21237
1.28324	0.016225	0.14132	0.202263	0.284563	0.40985	0.623949	1.21161
1.29254	0.0162225	0.141348	0.202244	0.284449	0.409603	0.623503	1.21084
1.30192	0.0162623	0.141326	0.202226	0.284405	0.409377	0.62299	1.21008
1.31136	0.0162365	0.141298	0.202167	0.284309	0.409147	0.622533	1.20942
1.32086	0.0162516	0.141275	0.202185	0.284227	0.408956	0.621982	1.20861
1.33044	0.0162751	0.141273	0.202127	0.28414	0.408723	0.621562	1.2079
1.34008	0.0163123	0.141252	0.202114	0.284033	0.408506	0.621062	1.2072
1.34977	0.016309	0.141253	0.202072	0.283976	0.408293	0.620606	1.20652
1.35955	0.0163246	0.141226	0.202053	0.283922	0.408081	0.6201	1.20577
1.36939	0.0163479	0.141255	0.202012	0.283858	0.407826	0.619638	1.20504
1.3793	0.01635	0.141222	0.20199	0.283763	0.407611	0.619087	1.20424
1.38927	0.0164001	0.14125	0.201972	0.283671	0.407395	0.618635	1.20356
1.39933	0.0164227	0.141295	0.201999	0.283626	0.407127	0.618142	1.20298
1.40944	0.016463	0.141253	0.201938	0.283566	0.406932	0.617703	1.2022
1.41963	0.016478	0.141258	0.201911	0.283466	0.406729	0.617235	1.2016
1.42988	0.0164806	0.141223	0.201942	0.2834	0.406532	0.616783	1.20081
1.44021	0.0165333	0.141277	0.201874	0.283309	0.406321	0.616298	1.20007
1.4506	0.016528	0.141248	0.201907	0.283265	0.406111	0.615844	1.19949
1.46107	0.0165596	0.141251	0.201899	0.283161	0.405911	0.615401	1.19881
1.47162	0.016569	0.141245	0.201847	0.283112	0.405683	0.614943	1.19823
1.48224	0.0165611	0.141235	0.201824	0.282964	0.405503	0.614517	1.19751
1.49293	0.0165789	0.141205	0.201825	0.282941	0.405313	0.614091	1.19688
1.50369	0.0166104	0.141204	0.201789	0.282877	0.405097	0.613581	1.19628
1.51453	0.0166407	0.141183	0.201767	0.28279	0.404934	0.613152	1.19562
1.52545	0.0166374	0.141175	0.201741	0.282788	0.40474	0.612748	1.19493
1.53644	0.01668	0.141181	0.201691	0.282683	0.404503	0.612265	1.19436
1.5475	0.0166639	0.141147	0.201687	0.282598	0.404273	0.611821	1.19369
1.55864	0.0167142	0.141187	0.201729	0.282541	0.404103	0.611404	1.19311
1.56986	0.0167589	0.141215	0.201647	0.282523	0.403852	0.610926	1.1925
1.58116	0.0167769	0.141147	0.201665	0.282383	0.403699	0.610566	1.19191
1.59254	0.016763	0.141186	0.201614	0.282383	0.403546	0.610157	1.19126
1.60399	0.0168047	0.141187	0.201631	0.282312	0.403311	0.609731	1.19064
1.61553	0.0168082	0.141175	0.201621	0.282229	0.403108	0.609339	1.1901
1.62714	0.01685	0.141191	0.201588	0.282158	0.402927	0.608942	1.18951
1.63884	0.0168279	0.141157	0.201582	0.282099	0.402742	0.60853	1.18899
1.65061	0.0168437	0.141167	0.201605	0.281991	0.402588	0.608164	1.18837
1.66246	0.0168659	0.141154	0.201543	0.28196	0.402406	0.607771	1.1878
1.67441	0.0168639	0.141172	0.201499	0.281944	0.402189	0.607339	1.18724
1.68642	0.0168804	0.141143	0.201492	0.281846	0.402032	0.606983	1.18671
1.69854	0.0168726	0.141132	0.201479	0.2818	0.401835	0.606581	1.18608
1.71072	0.0169175	0.141149	0.201439	0.281724	0.40165	0.606142	1.18543
1.723	0.0169412	0.141126	0.201449	0.281656	0.401464	0.60578	1.18492
1.73536	0.0169473	0.141172	0.201419	0.281646	0.401271	0.605378	1.18439
1.7478	0.0169701	0.141127	0.201418	0.281553	0.401121	0.605022	1.18379
1.76034	0.0169951	0.14118	0.201389	0.281505	0.400942	0.604692	1.18333
1.77295	0.0170238	0.141179	0.201377	0.281467	0.400735	0.604274	1.18269
1.78566	0.0170034	0.141149	0.201397	0.281349	0.400537	0.603921	1.18221
1.79845	0.0170464	0.14118	0.201391	0.281305	0.400388	0.603631	1.18174
1.81134	0.0170668	0.141152	0.201356	0.281212	0.40027	0.603243	1.18117
1.8243	0.0170558	0.14114	0.201382	0.281128	0.400106	0.602864	1.18071
1.83736	0.017057	0.141146	0.201316	0.281122	0.399898	0.602543	1.18021
1.85051	0.0170479	0.141126	0.20132	0.281041	0.399752	0.602201	1.17969
1.86376	0.0170535	0.14111	0.201291	0.280999	0.399578	0.601858	1.17923
1.8771	0.0171014	0.141121	0.201246	0.280973	0.399405	0.601466	1.1787
1.89052	0.0170989	0.141105	0.201264	0.280885	0.399262	0.601152	1.17824
1.90405	0.0171454	0.141126	0.20124	0.280802	0.399077	0.600767	1.17772
1.91766	0.0171307	0.141135	0.201243	0.280766	0.398896	0.600435	1.17721
1.93136	0.0171587	0.141153	0.201233	0.280762	0.398744	0.600111	1.17673
1.94518	0.0171975	0.141159	0.201222	0.280662	0.398526	0.599759	1.17624
1.95907	0.0172091	0.141171	0.201238	0.280582	0.398391	0.599465	1.17586
1.97306	0.0172267	0.14118	0.201207	0.280543	0.398212	0.599163	1.17542
1.98716	0.0172365	0.141144	0.201195	0.28048	0.398112	0.598794	1.17493
2.00135	0.0172517	0.141165	0.201167	0.280437	0.397935	0.59852	1.17448
2.01564	0.0172342	0.14113	0.201173	0.280397	0.3978	0.598194	1.17409
2.03003	0.0172397	0.14113	0.201123	0.280333	0.397668	0.597867	1.17362
2.04451	0.0172816	0.141112	0.201089	0.280266	0.397516	0.597531	1.17318
2.0591	0.0172771	0.141123	0.201103	0.280224	0.397394	0.597216	1.1727
2.07379	0.0173233	0.141157	0.201092	0.280191	0.397236	0.596872	1.17228
2.08857	0.0173268	0.141151	0.201038	0.280138	0.397058	0.596545	1.17178
2.10348	0.0173308	0.141163	0.201051	0.280045	0.396877	0.596242	1.17138
2.11846	0.0173773	0.141169	0.201065	0.280001	0.396718	0.595944	1.17099
2.13356	0.0173943	0.141176	0.20105	0.279967	0.396603	0.595658	1.17058
2.14878	0.0174016	0.141172	0.201023	0.279855	0.396463	0.595346	1.17004
2.16409	0.0174127	0.14118	0.201049	0.279814	0.396343	0.595076	1.16965
2.1795	0.0174135	0.141166	0.201028	0.279764	0.396138	0.594733	1.16925
2.19502	0.0174141	0.141106	0.200993	0.279707	0.396034	0.594452	1.16882
2.21065	0.0174295	0.141112	0.200967	0.279647	0.395918	0.594159	1.16842
2.2264	0.0174399	0.141107	0.200947	0.279611	0.395804	0.593829	1.16808
2.24224	0.0174534	0.141149	0.200923	0.279579	0.395623	0.593502	1.16768
2.2582	0.0174656	0.141138	0.200922	0.279523	0.395494	0.593226	1.16724
2.27428	0.0175059	0.14116	0.200908	0.27949	0.395329	0.592974	1.16685
2.29045	0.0175308	0.141168	0.20092	0.279437	0.395183	0.592675	1.16646
2.30675	0.0175247	0.141141	0.200898	0.279381	0.395046	0.592401	1.1661
2.32315	0.01754	0.141169	0.200868	0.279304	0.394924	0.59209	1.1657
2.33966	0.0175299	0.141171	0.200886	0.279298	0.394785	0.591855	1.16536
2.3563	0.0175226	0.141132	0.200853	0.279208	0.394656	0.591576	1.16506
2.37305	0.0175306	0.141112	0.200835	0.279198	0.394542	0.591313	1.1646
2.38991	0.0175155	0.141108	0.200793	0.279171	0.394417	0.591004	1.1643
2.4069	0.0175401	0.141141	0.200777	0.279123	0.394275	0.590702	1.1639
2.424	0.0175526	0.141139	0.200762	0.279075	0.394147	0.590438	1.16349
2.44121	0.0175868	0.141181	0.200757	0.279052	0.393971	0.590184	1.16319
2.45855	0.0175854	0.141159	0.200784	0.279016	0.393828	0.589899	1.16283
2.47601	0.0176001	0.141185	0.200753	0.278992	0.393702	0.589667	1.16246
2.49359	0.0175961	0.141176	0.200766	0.278919	0.393571	0.589419	1.16212
2.51129	0.0176046	0.141163	0.200762	0.278855	0.39341	0.589134	1.16177
2.52911	0.017604	0.141146	0.200715	0.278795	0.393338	0.588934	1.16151
2.54706	0.0175748	0.141137	0.200709	0.278778	0.393185	0.588634	1.16106
2.56514	0.0175837	0.141137	0.200688	0.278701	0.393047	0.588376	1.16076
2.58332	0.0176124	0.141151	0.200676	0.278689	0.392935	0.588097	1.16042
2.60165	0.0176267	0.141144	0.200676	0.278657	0.392808	0.587844	1.16002
2.6201	0.0176428	0.141179	0.200671	0.278602	0.392646	0.58759	1.15966
2.63867	0.0176647	0.141195	0.200683	0.278583	0.392507	0.587394	1.15939
2.65739	0.0176717	0.141191	0.200692	0.278497	0.392375	0.587188	1.15905
2.67622	0.0176976	0.141171	0.20069	0.27847	0.392247	0.586953	1.15877
2.69519	0.0176636	0.141158	0.200659	0.278414	0.392155	0.586737	1.15843
2.71429	0.0176716	0.141122	0.200657	0.278354	0.392004	0.58645	1.15807
2.73351	0.0176721	0.14115	0.200657	0.278338	0.391886	0.586206	1.15779
2.75288	0.0177098	0.141133	0.20061	0.278251	0.391755	0.585976	1.15745
2.77238	0.0177217	0.141116	0.200592	0.27824	0.391631	0.585722	1.15709
2.79201	0.0177297	0.141148	0.200585	0.278213	0.391466	0.585455	1.1568
2.81177	0.0177553	0.141153	0.200594	0.278124	0.391315	0.585268	1.15649
2.83169	0.0177574	0.141136	0.200582	0.278066	0.391201	0.584999	1.15617
2.85173	0.0177635	0.14114	0.200552	0.277993	0.391074	0.584781	1.15587
2.87191	0.0177368	0.141133	0.200535	0.277906	0.390952	0.584558	1.1555
2.89224	0.0177317	0.141132	0.200509	0.277853	0.390862	0.584299	1.15523
2.9127	0.0177387	0.14113	0.200457	0.277822	0.390751	0.58408	1.15497
2.93331	0.0177316	0.141135	0.200449	0.277803	0.390642	0.583822	1.1546
2.95405	0.0177507	0.141153	0.200463	0.277749	0.390488	0.583552	1.15439
2.97495	0.017758	0.141185	0.200462	0.277667	0.390353	0.583355	1.15408
2.99599	0.0177779	0.141201	0.200443	0.277634	0.390257	0.583131	1.15378
3.01716	0.0177731	0.141205	0.200445	0.277609	0.390118	0.582927	1.1535
3.0385	0.0177382	0.14122	0.200446	0.277523	0.390028	0.582704	1.15325
3.05997	0.0177608	0.141197	0.20043	0.277477	0.389924	0.58246	1.1529
3.0816	0.0177553	0.141193	0.200403	0.27747	0.389823	0.582217	1.15263
3.10337	0.0177575	0.141213	0.200384	0.277433	0.389718	0.581971	1.15233
3.12531	0.0177779	0.141218	0.200405	0.277403	0.38956	0.581707	1.15207
3.14739	0.0177887	0.141236	0.200392	0.277373	0.38946	0.58154	1.15183
3.16961	0.017835	0.141228	0.20041	0.277336	0.389335	0.581324	1.15161
3.192	0.0178168	0.141256	0.200393	0.277289	0.389219	0.5811	1.15132
3.21455	0.0178623	0.141231	0.20041	0.277211	0.389132	0.580921	1.1511
3.23725	0.0178298	0.141195	0.200375	0.2772	0.389032	0.580703	1.15082
3.2601	0.017861	0.141193	0.200351	0.277172	0.388947	0.580487	1.15056
3.28311	0.0178988	0.141204	0.20034	0.277139	0.38881	0.580222	1.15029
3.30629	0.0179139	0.141203	0.200354	0.277124	0.388724	0.580054	1.15001
3.32962	0.0179398	0.14121	0.200356	0.277072	0.388567	0.579818	1.14978
3.35311	0.0179602	0.141218	0.200358	0.277014	0.388446	0.579644	1.14951
3.37678	0.0179901	0.141201	0.200376	0.276932	0.388355	0.579446	1.14926
3.4006	0.0179754	0.141177	0.200328	0.276909	0.388272	0.579239	1.14904
3.42459	0.0179913	0.141169	0.200304	0.276842	0.388133	0.579037	1.14877
3.44874	0.018006	0.141179	0.200277	0.276803	0.388019	0.578812	1.14853
3.47306	0.0180365	0.141182	0.20028	0.276773	0.387916	0.578624	1.14823
3.49755	0.018061	0.141178	0.200287	0.276731	0.387769	0.57837	1.14797
3.52221	0.0180876	0.141203	0.200268	0.276661	0.387664	0.578223	1.14779
3.54704	0.0180955	0.141187	0.200268	0.276598	0.387564	0.578034	1.14752
3.57205	0.0180774	0.141181	0.200255	0.27653	0.387467	0.577822	1.14726
3.59722	0.0180804	0.141171	0.200206	0.27647	0.38735	0.577624	1.14701
3.62258	0.0181109	0.141166	0.200195	0.276464	0.387285	0.577391	1.14673
3.6481	0.0180978	0.141215	0.200188	0.276435	0.387157	0.577202	1.14651
3.6738	0.018098	0.141223	0.200197	0.276374	0.387005	0.576997	1.14622
3.69969	0.0181195	0.141211	0.200191	0.276341	0.386919	0.576806	1.14596
3.72575	0.0181062	0.141228	0.200172	0.276268	0.386798	0.576572	1.14575
3.75199	0.0180717	0.14122	0.200162	0.276241	0.386713	0.576377	1.14558
3.77841	0.0180842	0.141223	0.200136	0.276184	0.386612	0.576186	1.14531
3.80501	0.018084	0.141216	0.200118	0.276171	0.386539	0.575986	1.14508
3.83181	0.0181073	0.141259	0.200127	0.276118	0.386389	0.575779	1.1448
3.85879	0.0181462	0.141239	0.200122	0.276086	0.386289	0.575613	1.14464
3.88595	0.0181465	0.141279	0.20011	0.276056	0.386168	0.575428	1.1444
3.9133	0.018141	0.141231	0.200099	0.275979	0.386096	0.575291	1.1442
3.94084	0.0181457	0.141234	0.200099	0.275957	0.386024	0.575096	1.14398
3.96858	0.0181434	0.141242	0.200033	0.275934	0.38593	0.574885	1.14371
3.9965	0.0181963	0.141257	0.200065	0.275907	0.385803	0.574705	1.14352
4.02461	0.0182173	0.141258	0.200036	0.275872	0.385699	0.574527	1.14327
4.05293	0.0182335	0.141279	0.200071	0.275818	0.385557	0.574344	1.14311
4.08144	0.0182398	0.141258	0.200081	0.275769	0.385498	0.57423	1.1429
4.11015	0.0182171	0.141235	0.200057	0.275726	0.385399	0.574021	1.14265
4.13905	0.0182286	0.141206	0.200023	0.275692	0.385298	0.573835	1.14249
4.16816	0.0182743	0.14122	0.200014	0.275658	0.385182	0.573645	1.14223
4.19746	0.0182754	0.141231	0.20003	0.275621	0.385064	0.573492	1.14198
4.22697	0.018307	0.141262	0.200051	0.275578	0.384925	0.573341	1.14177
4.2567	0.0183092	0.141212	0.200036	0.275475	0.384855	0.573199	1.14156
4.28661	0.018282	0.141219	0.200017	0.275441	0.384746	0.572988	1.14138
4.31675	0.0183101	0.141227	0.199991	0.275395	0.384645	0.572829	1.14113
4.34709	0.0183265	0.14124	0.199981	0.275395	0.384515	0.572635	1.14092
4.37764	0.0183451	0.141282	0.19999	0.275329	0.38443	0.572492	1.14074
4.40839	0.018358	0.141286	0.199981	0.275283	0.384312	0.572332	1.1405
4.43936	0.0183376	0.141302	0.199971	0.275233	0.384222	0.572135	1.14032
4.47055	0.0183205	0.141264	0.199938	0.275176	0.384155	0.571979	1.14016
4.50196	0.0183449	0.14128	0.199905	0.27518	0.38405	0.57177	1.13999
4.53358	0.0183663	0.141302	0.199913	0.275122	0.383928	0.571611	1.13983
4.56542	0.0183975	0.141295	0.199916	0.275098	0.383813	0.571472	1.13967
4.59749	0.0183794	0.141319	0.19991	0.275004	0.383731	0.571315	1.13946
4.62976	0.0183777	0.141273	0.199896	0.274984	0.383647	0.571175	1.1393
4.66227	0.0183819	0.141261	0.199859	0.27494	0.383559	0.570969	1.13907
4.69501	0.0184111	0.141295	0.19986	0.274925	0.383471	0.570827	1.13889
4.72796	0.018437	0.141303	0.199856	0.274894	0.383349	0.570663	1.13872
4.76116	0.0184455	0.14131	0.199874	0.274804	0.383271	0.570525	1.13858
4.79458	0.0184506	0.141281	0.199842	0.274743	0.383198	0.570376	1.1384
4.82823	0.0184528	0.141277	0.199805	0.27473	0.383101	0.5702	1.1382
4.86211	0.0185062	0.14127	0.199787	0.274673	0.383028	0.570046	1.13804
4.89622	0.0185529	0.1413	0.199781	0.274653	0.38291	0.56988	1.13781
4.93059	0.0185764	0.14131	0.199782	0.274589	0.382796	0.569758	1.13771
4.96518	0.0185584	0.141275	0.19975	0.274533	0.382742	0.569594	1.13753
5.00001	0.0185411	0.141287	0.199719	0.274512	0.382627	0.569402	1.13734
5.03509	0.0185448	0.141289	0.199706	0.274507	0.382535	0.569255	1.13714
5.0704	0.0185499	0.141315	0.199712	0.274469	0.3824	0.56911	1.13693
5.10596	0.0185456	0.141338	0.199719	0.274406	0.382313	0.568951	1.13676
5.14178	0.0184939	0.141311	0.199708	0.27434	0.382242	0.568805	1.13661
5.17782	0.0185032	0.1413	0.199706	0.274319	0.382162	0.568671	1.13641
5.21414	0.0185328	0.141311	0.199695	0.274308	0.382074	0.568462	1.1362
5.25069	0.0185732	0.141339	0.199722	0.27426	0.381928	0.568334	1.13608
5.2875	0.0185994	0.141333	0.19973	0.274202	0.381855	0.568214	1.13589
5.32457	0.0186095	0.141325	0.199717	0.274141	0.381782	0.568026	1.13574
5.3619	0.0186093	0.141295	0.19969	0.274132	0.38173	0.567852	1.13556
5.39948	0.0186348	0.141334	0.199699	0.274117	0.381589	0.567694	1.13541
5.43733	0.0186628	0.141365	0.199706	0.274053	0.381507	0.567548	1.13529
5.47542	0.018661	0.141338	0.199701	0.273992	0.381443	0.567422	1.13511
5.5138	0.0186475	0.141316	0.199657	0.273947	0.381371	0.56725	1.13494
5.55244	0.0186834	0.141352	0.199625	0.273901	0.381282	0.56708	1.13476
5.59134	0.0187123	0.141376	0.199629	0.273861	0.381152	0.566939	1.13462
5.63051	0.0187152	0.141385	0.199648	0.273804	0.38105	0.56684	1.13445
5.66995	0.0186834	0.141378	0.199638	0.273754	0.380994	0.5667	1.13423
5.70967	0.0186706	0.141365	0.199593	0.273749	0.380897	0.566536	1.13404
5.74966	0.0186966	0.141377	0.199592	0.273724	0.3808	0.566392	1.13386
5.78994	0.0187009	0.141412	0.199597	0.273676	0.380666	0.566286	1.13369
5.83049	0.018681	0.141396	0.199581	0.273622	0.380606	0.56616	1.13355
5.87131	0.018649	0.141372	0.19956	0.273599	0.380504	0.566024	1.13343
5.91244	0.0186786	0.141394	0.199544	0.273583	0.380433	0.565868	1.13328
5.95384	0.0186998	0.141431	0.199568	0.273522	0.380315	0.565776	1.13318
5.99551	0.0186734	0.141408	0.199564	0.273464	0.380238	0.565638	1.13305
6.03749	0.0186621	0.141391	0.199546	0.273433	0.380188	0.565525	1.13292
6.07976	0.0186672	0.141383	0.19952	0.273417	0.380103	0.565348	1.13278
6.12231	0.0187041	0.141402	0.199558	0.273357	0.38	0.56521	1.13264
6.16517	0.0187003	0.141395	0.19955	0.273308	0.379931	0.565076	1.13255
6.20832	0.0187124	0.141361	0.199531	0.273248	0.379902	0.564933	1.13236
6.25177	0.0187337	0.141383	0.199516	0.273235	0.37981	0.564768	1.1322
6.29553	0.0187689	0.141392	0.199542	0.273201	0.379654	0.564641	1.13202
6.33957	0.0187951	0.141412	0.199553	0.273138	0.379548	0.564528	1.1319
6.38394	0.0187918	0.141378	0.199515	0.273132	0.379466	0.564391	1.13178
6.4286	0.0188368	0.141405	0.199485	0.273101	0.37936	0.564267	1.1316
