ProDataCSV

Title: Fri Sep 08 14:25:23 2017

Remarks:
User: SX User
#HV (Absorbance channel): 225.281
#Sample period: 12.5 us
#Temperature: 4.83 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Tue Sep 12 10:56:35 2017 by unknown.

Options:

Available Dimensions:,2
Time,1000 time points over 60s,logarithmic,oversampled,external trigger,pressure hold off (pressure released immediately)
Wavelength,Wavelength: 300nm - 350nm, Step Size: 10nm

Available Properties: ,2
Absorbance,
Count,

Data:


Absorbance
Time,Wavelength
,350,340,330,320,310,300,
0.0004125,0.0574289,0.0815006,0.123006,0.249629,0.537944,1.30796
0.0008375,0.056657,0.0811012,0.123993,0.247972,0.54095,1.30205
0.0012625,0.0563124,0.0802061,0.123669,0.25232,0.543314,1.31224
0.001675,0.0552251,0.0800332,0.12185,0.251331,0.542511,1.31706
0.0021125,0.0548716,0.0790126,0.121712,0.249235,0.540167,1.31463
0.0025375,0.0543012,0.0780407,0.122102,0.247507,0.540823,1.31291
0.002975,0.054205,0.0778334,0.121859,0.25073,0.540234,1.31055
0.0034125,0.0544314,0.078937,0.122331,0.249976,0.541219,1.31107
0.00385,0.0553673,0.0798083,0.122783,0.250456,0.541677,1.3136
0.0042875,0.0553009,0.0791598,0.123085,0.250252,0.542198,1.31344
0.0047375,0.0543492,0.0790041,0.121587,0.249477,0.540591,1.31251
0.0051875,0.0541094,0.0794221,0.12033,0.249379,0.540704,1.31204
0.0056375,0.05461,0.0803356,0.121349,0.254312,0.541601,1.3126
0.0060875,0.0554574,0.0807696,0.122291,0.254519,0.541908,1.31333
0.00655,0.0547921,0.0802732,0.121587,0.25372,0.542635,1.31308
0.0070125,0.05429,0.0798926,0.121466,0.25223,0.542155,1.31316
0.007475,0.0544543,0.0800188,0.121787,0.250886,0.542316,1.3135
0.00795,0.0551711,0.0802665,0.122308,0.253297,0.543061,1.31357
0.0084125,0.0552243,0.0802072,0.121943,0.25475,0.543475,1.31359
0.0088875,0.0552872,0.0802652,0.121868,0.253746,0.544319,1.31366
0.0093625,0.0554508,0.0802472,0.12204,0.253052,0.545063,1.31323
0.00985,0.0553823,0.080042,0.122057,0.252712,0.545272,1.31307
0.0103375,0.0551851,0.080002,0.121852,0.252071,0.544844,1.31339
0.010825,0.0552496,0.0802478,0.122207,0.25163,0.544785,1.31314
0.0113125,0.0556138,0.0801074,0.122817,0.25223,0.544423,1.31328
0.0118,0.0556452,0.0800281,0.123248,0.251564,0.544158,1.31327
0.0123,0.0556318,0.0802275,0.123331,0.25143,0.54455,1.31299
0.0128,0.055687,0.0803996,0.123645,0.254415,0.545083,1.31301
0.0133125,0.0562221,0.0807003,0.124173,0.256771,0.545498,1.31345
0.0138125,0.0561114,0.0805753,0.124079,0.257827,0.545345,1.31344
0.014325,0.0556967,0.0805972,0.123511,0.257752,0.545003,1.31293
0.0148375,0.0559976,0.0807903,0.12367,0.257287,0.54517,1.31282
0.0153625,0.0563518,0.0810431,0.124025,0.256703,0.545433,1.31335
0.0158875,0.0561037,0.0808895,0.123988,0.257014,0.54457,1.31253
