Time	S1	S2	S3	
0.0327125	0.013653	0.114435	0.468477	
0.0333625	0.0134134	0.11433	0.468098	
0.034	0.0133892	0.113824	0.46749	
0.0346625	0.0133736	0.113853	0.466899	
0.0353125	0.0134322	0.114124	0.466252	
0.035975	0.0133049	0.11423	0.465794	
0.0366375	0.0131098	0.114319	0.465454	
0.0373125	0.0130425	0.114495	0.464934	
0.0379875	0.0130741	0.114302	0.464491	
0.0386625	0.0132257	0.114416	0.464287	
0.03935	0.013071	0.114507	0.463659	
0.0400375	0.012846	0.114517	0.462962	
0.040725	0.0127562	0.114855	0.462691	
0.041425	0.0125932	0.114826	0.462094	
0.042125	0.0125709	0.11477	0.461472	
0.0428375	0.0126695	0.114725	0.460779	
0.04355	0.0123972	0.11453	0.460179	
0.0442625	0.0125416	0.114536	0.45972	
0.0449875	0.0126786	0.11481	0.45915	
0.0457125	0.0125896	0.114843	0.458643	
0.04645	0.012339	0.114603	0.457758	
0.0471875	0.0123257	0.114347	0.457116	
0.0479375	0.0124819	0.114282	0.456517	
0.048675	0.0125874	0.114651	0.456098	
0.0494375	0.0125936	0.114713	0.455609	
0.0501875	0.0124949	0.114354	0.454777	
0.05095	0.0125781	0.114421	0.454283	
0.051725	0.0125785	0.114123	0.45343	
0.0525	0.0123767	0.114157	0.452701	
0.053275	0.0124752	0.114166	0.452126	
0.0540625	0.0123381	0.113926	0.451399	
0.05485	0.0124598	0.113959	0.450916	
0.05565	0.0124558	0.113752	0.450258	
0.05645	0.0123415	0.113563	0.449446	
0.0572625	0.0124755	0.113597	0.448817	
0.058075	0.0126716	0.113831	0.448239	
0.0588875	0.0125044	0.113585	0.447551	
0.0597125	0.0123909	0.113191	0.44676	
0.06055	0.0123893	0.113429	0.446087	
0.061375	0.012393	0.113355	0.445356	
0.062225	0.0124025	0.113301	0.44477	
0.063075	0.0123789	0.113178	0.444116	
0.063925	0.0123177	0.112749	0.443333	
0.0647875	0.0123658	0.11268	0.442616	
0.06565	0.0121471	0.112746	0.44199	
0.0665125	0.0118837	0.112464	0.441211	
0.0674	0.0120237	0.11238	0.44042	
0.068275	0.0119005	0.112315	0.439782	
0.0691625	0.0118809	0.11209	0.439045	
0.0700625	0.0118533	0.112172	0.43808	
0.0709625	0.0117012	0.112225	0.437583	
0.071875	0.0118079	0.111867	0.436957	
0.0727875	0.0115381	0.111633	0.435973	
0.0737	0.0115951	0.111705	0.43522	
0.0746375	0.0117014	0.111726	0.434487	
0.0755625	0.0114278	0.111432	0.433825	
0.0765	0.011544	0.11138	0.433027	
0.07745	0.0116712	0.111395	0.432325	
0.0784	0.0115404	0.111373	0.431495	
0.0793625	0.0114596	0.111215	0.430867	
0.080325	0.0114021	0.110989	0.429984	
0.0813	0.0115699	0.110962	0.429385	
0.0822875	0.0115909	0.110805	0.42848	
0.0832625	0.0113601	0.110654	0.427622	
0.0842625	0.0114679	0.110863	0.42695	
0.0852625	0.0114983	0.110497	0.426319	
0.0862625	0.0113483	0.110382	0.425424	
0.0872875	0.0114598	0.110481	0.424632	
0.0883	0.0112658	0.110241	0.423855	
0.0893375	0.0112574	0.11009	0.423114	
0.0903625	0.0112871	0.109965	0.422362	
0.0914125	0.0112968	0.109981	0.421441	
0.0924625	0.0111757	0.109695	0.420544	
0.0935125	0.0111918	0.109653	0.419836	
0.094575	0.0112024	0.109514	0.419019	
0.09565	0.0110691	0.109321	0.418115	
0.096725	0.0111119	0.109377	0.417374	
0.0978125	0.0110365	0.10908	0.416631	
0.0989125	0.0110554	0.108956	0.415715	
0.100013	0.011049	0.108965	0.414851	
0.101125	0.010905	0.108879	0.414005	
0.102238	0.0109141	0.108547	0.413177	
0.103363	0.0109365	0.108528	0.412464	
0.1045	0.0108946	0.108416	0.411557	
0.105637	0.0106979	0.108259	0.410877	
0.106788	0.0107929	0.108167	0.410037	
0.107937	0.0107033	0.107914	0.409138	
0.1091	0.010685	0.107878	0.408375	
0.110275	0.0107113	0.107848	0.407468	
0.11145	0.0106645	0.107505	0.406787	
0.11265	0.0105975	0.107445	0.405882	
0.113838	0.0105237	0.107343	0.405145	
0.11505	0.0104877	0.107107	0.40441	
0.116263	0.0105181	0.107027	0.403402	
0.117475	0.0105151	0.107011	0.4027	
0.118712	0.0103525	0.106742	0.401866	
0.11995	0.0104874	0.106645	0.401173	
0.1212	0.0102472	0.106459	0.400214	
0.12245	0.0102543	0.106405	0.39946	
0.123713	0.0102311	0.106273	0.398743	
0.124987	0.010268	0.106035	0.397844	
0.126275	0.0102352	0.106057	0.396948	
0.127562	0.010164	0.105859	0.396283	
0.128863	0.0102279	0.105644	0.395436	
0.130175	0.0101715	0.105629	0.394687	
0.131488	0.0100132	0.105482	0.393898	
0.132825	0.0101414	0.105392	0.393155	
0.13415	0.0100343	0.105241	0.392307	
0.1355	0.0101314	0.105198	0.391537	
0.136863	0.0100109	0.104994	0.390905	
0.138225	0.0100585	0.104834	0.390003	
0.1396	0.00992917	0.104825	0.389316	
0.140975	0.00982526	0.104531	0.388594	
0.142375	0.00995362	0.104588	0.387773	
0.143775	0.00990915	0.104486	0.38702	
0.145187	0.00989445	0.10429	0.38629	
0.146612	0.0098282	0.104148	0.385534	
0.148037	0.00978973	0.104022	0.384696	
0.149487	0.00977559	0.10392	0.384085	
0.150937	0.00978403	0.103806	0.383192	
0.1524	0.00982049	0.10381	0.382626	
0.153875	0.00974136	0.103653	0.381917	
0.15535	0.00969824	0.103479	0.381102	
0.15685	0.00958392	0.103385	0.380403	
0.15835	0.00962727	0.103267	0.379694	
0.159863	0.00961682	0.103171	0.378921	
0.161388	0.00958485	0.103146	0.378227	
0.162925	0.00945223	0.102815	0.377523	
0.164463	0.00949044	0.102734	0.37676	
0.166025	0.00944782	0.102708	0.376014	
0.167588	0.00948978	0.102558	0.375287	
0.169162	0.00945996	0.102573	0.374588	
0.17075	0.00949057	0.102399	0.373964	
0.17235	0.00937494	0.102222	0.373286	
0.173963	0.00930416	0.102249	0.372501	
0.175588	0.00936994	0.102018	0.37184	
0.177225	0.00929324	0.102023	0.371101	
0.178862	0.00924329	0.101827	0.370614	
0.180525	0.00927965	0.10169	0.369795	
0.182187	0.00916426	0.101613	0.36909	
0.183863	0.00922546	0.101533	0.368469	
0.185563	0.009217	0.101419	0.367768	
0.187263	0.00914535	0.101372	0.367153	
0.188975	0.00914686	0.101141	0.366468	
0.1907	0.00918924	0.101107	0.365776	
0.192437	0.00908654	0.100952	0.365256	
0.194188	0.00912769	0.100951	0.364533	
0.19595	0.00900338	0.100832	0.363932	
0.197725	0.00909354	0.100759	0.363377	
0.199512	0.00898932	0.100662	0.362658	
0.201312	0.00901462	0.100474	0.362065	
0.203112	0.00907892	0.10044	0.361459	
0.204938	0.00892709	0.100283	0.36092	
0.206775	0.00903539	0.100228	0.360198	
0.208625	0.00891462	0.100168	0.359621	
0.210487	0.00896565	0.100069	0.358929	
0.212362	0.00888278	0.100037	0.35844	
0.21425	0.00883303	0.0998647	0.357855	
0.21615	0.00888194	0.0998518	0.357189	
0.218063	0.00884165	0.099673	0.356657	
0.22	0.00882302	0.0996231	0.356002	
0.221938	0.00875728	0.0994256	0.35552	
0.223888	0.00872849	0.0994328	0.354826	
0.225863	0.00875162	0.0993556	0.354215	
0.227838	0.00869486	0.0992464	0.353742	
0.229838	0.00868599	0.0991225	0.353151	
0.23185	0.00869605	0.0990563	0.35265	
0.233863	0.00865681	0.0990136	0.351984	
0.2359	0.00863951	0.0989285	0.351489	
0.23795	0.00854932	0.0988391	0.35089	
0.240025	0.00856371	0.0987599	0.350488	
0.2421	0.00856009	0.0987665	0.34984	
0.2442	0.00854927	0.0985842	0.349394	
0.2463	0.00860271	0.098554	0.348812	
0.248425	0.00847168	0.0984473	0.348354	
0.250562	0.00851696	0.0984268	0.347752	
0.252712	0.00849111	0.0983459	0.347326	
0.254887	0.0084658	0.0982548	0.346809	
