ProDataCSV

Title: Fri Sep 08 14:22:37 2017

Remarks:
User: SX User
#HV (Absorbance channel): 225.281
#Sample period: 12.5 us
#Temperature: 4.88 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Tue Sep 12 10:56:35 2017 by unknown.

Options:

Available Dimensions:,2
Time,1000 time points over 60s,logarithmic,oversampled,external trigger,pressure hold off (pressure released immediately)
Wavelength,Wavelength: 470nm,

Available Properties: ,2
Absorbance,
Count,

Data:


Absorbance
Time,Wavelength
,470,
0.0004125,0.0199499
0.0008375,0.0198044
0.0012625,0.0176219
0.001675,0.0169957
0.0021125,0.0167916
0.0025375,0.0169618
0.002975,0.0167868
0.0034125,0.0162048
0.00385,0.0161541
0.0042875,0.0169194
0.0047375,0.0170009
0.0051875,0.0174254
0.0056375,0.0181594
0.0060875,0.0183559
0.00655,0.0168885
0.0070125,0.017451
0.007475,0.0182693
0.00795,0.0185699
0.0084125,0.0180098
0.0088875,0.0173883
0.0093625,0.0175877
0.00985,0.0180032
0.0103375,0.0176885
0.010825,0.0169472
0.0113125,0.0164236
0.0118,0.0165661
0.0123,0.0174455
0.0128,0.01754
0.0133125,0.0171594
0.0138125,0.0166708
0.014325,0.0166848
0.0148375,0.0179387
0.0153625,0.0185611
0.0158875,0.0174155
0.0164125,0.0163121
0.0169375,0.016764
0.017475,0.0173298
0.0180125,0.0169846
0.01855,0.0169659
0.0191,0.017205
0.0196375,0.0178987
0.0202,0.018265
0.02075,0.0176946
0.0213125,0.016504
0.021875,0.0161969
0.0224375,0.0167919
0.0230125,0.0167924
0.0235875,0.0157592
0.024175,0.0156639
0.02475,0.0169104
0.0253375,0.0172633
0.0259375,0.0161064
0.026525,0.0156932
0.027125,0.0165003
0.027725,0.0170413
0.0283375,0.0165456
0.02895,0.0160765
0.0295625,0.0164421
0.0301875,0.0168696
0.0308125,0.0163922
0.0314375,0.0160824
0.032075,0.0167708
0.0327125,0.0172424
0.0333625,0.0167748
0.034,0.0175828
0.0346625,0.0190483
0.0353125,0.0196205
0.035975,0.0186113
0.0366375,0.0184357
0.0373125,0.019189
0.0379875,0.0188107
0.0386625,0.0175621
0.03935,0.0176521
0.0400375,0.0186253
0.040725,0.0179601
0.041425,0.0169073
0.042125,0.0174677
0.0428375,0.0179639
0.04355,0.0167022
0.0442625,0.0160387
0.0449875,0.0171621
0.0457125,0.0172989
0.04645,0.016417
0.0471875,0.017232
0.0479375,0.0180556
0.048675,0.0173947
0.0494375,0.017806
0.0501875,0.0189714
0.05095,0.0186767
0.051725,0.0182071
0.0525,0.0195217
0.053275,0.0192789
0.0540625,0.01813
0.05485,0.0190812
0.05565,0.0194264
0.05645,0.018211
0.0572625,0.0185577
0.058075,0.0195367
0.0588875,0.0183938
0.0597125,0.0180322
0.06055,0.0192377
0.061375,0.0185241
0.062225,0.018191
0.063075,0.0193841
0.063925,0.0184365
0.0647875,0.0183365
0.06565,0.0193469
0.0665125,0.0184822
0.0674,0.0186945
0.068275,0.0195295
0.0691625,0.0184627
0.0700625,0.019105
0.0709625,0.0195784
0.071875,0.0185419
0.0727875,0.0195112
0.0737,0.0191079
0.0746375,0.0188802
0.0755625,0.0197753
0.0765,0.0188779
0.07745,0.0194356
0.0784,0.019818
0.0793625,0.0188399
0.080325,0.019886
0.0813,0.0192619
0.0822875,0.0190863
0.0832625,0.0200279
0.0842625,0.0186558
0.0852625,0.0194102
0.0862625,0.0195184
0.0872875,0.0185572
0.0883,0.0195669
0.0893375,0.0185082
0.0903625,0.0192268
0.0914125,0.0190334
0.0924625,0.0184092
0.0935125,0.019455
0.094575,0.0182645
0.09565,0.019333
0.096725,0.0186211
0.0978125,0.0186867
0.0989125,0.0191122
0.100013,0.0182204
0.101125,0.0191854
0.102238,0.0183222
0.103363,0.0190921
0.1045,0.0181753
0.105637,0.0191256
0.106788,0.0181725
0.107937,0.0189063
0.1091,0.0182367
0.110275,0.0186212
0.11145,0.0182922
0.11265,0.0186033
0.113838,0.0183986
0.11505,0.0183439
0.116263,0.0183861
0.117475,0.0182047
0.118712,0.0184946
0.11995,0.01822
0.1212,0.0185886
0.12245,0.0180312
0.123713,0.0185759
0.124987,0.018019
0.126275,0.0184203
0.127562,0.0182377
0.128863,0.0182126
0.130175,0.0184888
0.131488,0.0181145
0.132825,0.0185555
0.13415,0.0179957
0.1355,0.0185795
0.136863,0.0179271
0.138225,0.0186632
0.1396,0.0177567
0.140975,0.0187012
0.142375,0.0178149
0.143775,0.0186464
0.145187,0.0180348
0.146612,0.0183285
0.148037,0.0184529
0.149487,0.0178346
0.150937,0.0188281
0.1524,0.0178619
0.153875,0.0185418
0.15535,0.0183014
0.15685,0.0180862
0.15835,0.0185524
0.159863,0.0181539
0.161388,0.0182037
0.162925,0.0186604
